City,State,Population,Percent employed,Occupation (MBSA),Occupation (S),Occupation (SO),Occupation (RCM),Occupation (PT),Median household income,Homeownership rate,Median home price,Median rent,KMeans,Hierarchical
"San Carlos, Texas",Texas,4209,52.9,17.7,26.5,16.6,27.4,11.8,40786,74.8,76600,710,1,4
"Sanctuary, Texas",Texas,258,59.1,28.0,15.9,36.4,17.4,2.3,106250,83.5,228600,1125,4,9
"Sandy Oaks, Texas",Texas,5227,55.3,28.5,11.6,19.5,10.1,30.3,51433,92.1,115000,1309,9,0
"San Elizario, Texas",Texas,10123,57.8,11.5,18.9,24.6,20.9,24.2,47946,68.1,106500,874,9,4
"San Felipe, Texas",Texas,1085,59.6,26.8,29.3,15.1,10.4,18.4,60078,83.6,229800,1429,3,4
"Sanger, Texas",Texas,9302,76.1,30.6,12.4,23.6,12.1,21.3,88987,74.3,284500,1304,2,0
"San Juan, Texas",Texas,35674,60.8,20.9,24.0,22.9,18.8,13.5,53440,79.6,118200,937,4,4
"San Leanna, Texas",Texas,748,62.7,60.3,10.8,22.4,5.0,1.5,96667,75.7,571300,1941,0,1
"San Leon, Texas",Texas,5764,66.9,30.5,23.4,13.6,18.5,13.9,76573,82.2,166700,1152,1,4
"San Marcos, Texas",Texas,68920,67.1,34.6,24.4,22.7,6.2,12.1,51030,30.5,269700,1299,8,4
"San Saba, Texas",Texas,3125,47.9,15.3,16.8,19.6,20.9,27.3,47045,65.0,112200,909,9,4
"Sansom Park, Texas",Texas,5387,56.3,16.2,24.5,22.1,23.5,13.7,40993,48.1,144600,1163,8,4
"Santa Anna, Texas",Texas,1257,61.3,27.5,40.0,5.3,9.3,18.0,47750,60.0,54500,763,3,4
"Santa Fe, Texas",Texas,12828,59.1,34.8,14.4,19.1,14.8,16.9,95815,81.0,290200,974,2,0
"Santa Rita Ranch, Texas",Texas,4055,69.5,63.6,10.4,18.3,4.9,2.8,141250,97.0,464800,3227,6,7
"Santa Rosa, Texas",Texas,3111,50.3,26.5,24.4,22.2,13.6,13.3,29803,53.9,48700,892,8,4
"Savannah, Texas",Texas,6877,76.1,59.5,1.5,29.6,5.2,4.2,131397,73.6,368200,1875,0,1
"Savoy, Texas",Texas,966,66.4,24.0,31.8,23.4,6.2,14.6,60268,69.3,139100,1053,3,4
"Scenic Oaks, Texas",Texas,10727,58.4,64.9,10.0,15.9,6.4,2.7,178125,83.8,531900,1604,0,3
"Schertz, Texas",Texas,43128,65.0,43.8,14.5,21.1,7.7,13.0,96633,77.5,292100,1593,2,0
"Schulenburg, Texas",Texas,2702,53.1,17.1,22.1,19.6,16.8,24.4,47891,54.9,138600,950,8,4
"Scissors, Texas",Texas,3196,61.7,11.2,47.6,13.2,14.6,13.4,37625,83.9,51100,617,3,4
"Scotland, Texas",Texas,607,74.0,24.3,5.2,36.6,14.6,19.4,77500,78.5,135300,935,4,0
"Scottsville, Texas",Texas,259,48.0,24.5,12.3,46.2,2.8,14.2,36324,92.7,122900,1679,4,9
"Scurry, Texas",Texas,720,66.4,44.2,16.5,12.8,15.3,11.2,108125,75.8,309500,1227,2,0
"Seabrook, Texas",Texas,13617,69.9,38.8,17.8,26.5,5.8,11.1,109489,64.1,332000,1445,7,0
"Seadrift, Texas",Texas,1664,65.2,12.6,16.5,22.7,41.9,6.3,61339,65.9,115900,1357,1,6
"Seagoville, Texas",Texas,18968,57.9,24.6,14.4,19.0,21.6,20.5,68020,82.8,221300,1152,1,0
"Seagraves, Texas",Texas,2842,50.7,24.3,21.1,19.1,15.2,20.2,51189,63.7,59700,670,8,4
"Sealy, Texas",Texas,6933,62.1,15.9,16.8,30.7,9.6,27.0,57237,68.3,222200,1200,4,9
"Sebastian, Texas",Texas,1144,52.8,13.5,25.5,31.7,25.3,4.0,24395,72.0,37600,369,4,4
"Seguin, Texas",Texas,31789,61.7,28.2,19.6,22.4,9.4,20.5,61896,66.4,227000,1135,8,4
"Selma, Texas",Texas,11302,76.3,47.8,9.2,26.9,3.7,12.4,97153,57.6,288700,1796,7,1
"Seminole, Texas",Texas,7097,60.8,33.6,6.8,24.0,17.5,18.2,62325,76.6,151000,881,2,0
"Seth Ward, Texas",Texas,1909,62.9,18.9,27.2,11.6,11.2,31.1,54209,61.8,57500,844,9,4
"Seven Points, Texas",Texas,1287,58.2,23.5,15.6,26.3,24.6,10.0,55517,69.2,94300,717,4,4
"Seymour, Texas",Texas,2607,49.8,40.7,13.6,19.0,17.7,9.0,38984,63.7,90000,822,5,0
"Shadybrook, Texas",Texas,2649,55.6,29.2,20.1,35.4,6.3,9.0,66373,75.4,226900,979,4,9
"Shallowater, Texas",Texas,2935,68.3,41.2,13.5,14.2,20.9,10.1,79848,81.4,210400,1179,2,2
"Shamrock, Texas",Texas,1966,63.6,31.9,20.4,27.5,13.3,6.8,61528,80.8,83400,1062,4,4
"Sheldon, Texas",Texas,2449,71.7,5.6,23.9,26.7,16.7,27.1,72937,55.4,94400,1432,8,4
"Shenandoah, Texas",Texas,3597,43.2,61.0,0.9,33.2,4.0,0.9,67422,55.8,396000,1325,5,0
"Shepherd, Texas",Texas,2124,50.9,25.9,29.8,15.0,14.9,14.5,48368,59.1,144100,642,3,4
"Sherman, Texas",Texas,45036,64.7,30.6,17.6,26.0,9.6,16.2,60935,53.0,219300,1177,8,4
"Shiner, Texas",Texas,2284,66.6,49.0,9.7,19.7,5.2,16.4,95380,82.2,219800,1180,2,0
"Shoreacres, Texas",Texas,1327,68.2,50.7,8.2,17.0,14.7,9.4,146957,96.8,277300,1591,0,3
"Sienna, Texas",Texas,25025,73.2,65.4,6.2,19.0,1.1,8.2,171709,95.4,440600,2853,6,7
"Sierra Blanca, Texas",Texas,694,50.8,24.0,42.5,28.8,4.7,0.0,53319,63.0,68000,1016,3,4
"Siesta Acres, Texas",Texas,1814,64.6,24.5,23.0,14.8,17.4,20.2,32425,66.0,160200,731,8,4
"Siesta Shores, Texas",Texas,1939,58.2,8.6,19.7,11.5,21.8,38.3,33264,58.5,65900,756,9,5
"Silsbee, Texas",Texas,6883,54.7,40.3,10.9,15.5,5.1,28.1,60083,66.6,160600,967,9,2
"Sinton, Texas",Texas,5513,54.5,18.7,24.7,19.4,20.0,17.2,44753,61.0,109300,831,8,4
"Skellytown, Texas",Texas,424,52.2,19.8,29.7,16.9,9.9,23.8,53750,82.2,39200,839,3,4
"Skidmore, Texas",Texas,1124,70.3,32.8,30.5,27.6,3.2,5.9,36503,78.7,47700,953,4,4
"Slaton, Texas",Texas,5811,59.6,29.1,26.4,24.5,10.7,9.3,54380,71.7,86400,1042,4,4
"Smiley, Texas",Texas,533,45.8,21.9,7.7,23.7,33.7,13.0,35000,76.9,69500,873,1,4
"Smithville, Texas",Texas,4032,63.5,28.7,12.6,28.4,8.5,21.8,56031,62.5,255600,799,8,4
"Smyer, Texas",Texas,398,66.8,35.0,12.3,32.5,5.9,14.3,46042,76.4,60000,980,4,0
"Snook, Texas",Texas,490,65.9,52.0,19.9,14.6,7.8,5.6,97188,72.8,168500,926,5,2
"Snyder, Texas",Texas,11310,58.6,24.6,22.1,20.4,22.7,10.2,54067,71.7,102500,929,1,4
"Socorro, Texas",Texas,36237,61.6,21.7,19.2,23.8,16.9,18.5,52100,79.1,131200,1036,4,0
"Somerset, Texas",Texas,2048,48.0,23.3,16.2,26.9,20.9,12.8,75337,69.3,164700,1129,4,4
"Somerville, Texas",Texas,1347,49.7,40.1,24.2,15.6,4.9,15.2,64013,82.6,143600,748,5,4
"Sonora, Texas",Texas,2746,64.7,26.1,16.0,24.6,20.1,13.2,72273,63.8,130100,751,8,4
"Sonterra, Texas",Texas,8576,81.0,29.8,18.7,25.5,15.6,10.3,94728,79.1,260100,1753,2,0
"Sour Lake, Texas",Texas,2162,65.0,29.8,28.6,19.2,11.6,10.8,73190,64.9,161800,1164,8,4
"South Alamo, Texas",Texas,3114,56.9,16.7,29.4,16.4,11.3,26.1,33516,87.5,69700,683,9,4
"South Houston, Texas",Texas,16017,62.9,18.8,16.2,22.5,24.2,18.4,52611,54.1,176100,1174,8,4
"Southlake, Texas",Texas,31044,61.0,71.7,5.5,17.1,1.7,4.0,250001,95.5,957500,3501,6,7
"Southmayd, Texas",Texas,1420,61.0,8.6,16.9,26.2,33.6,14.7,78750,92.5,140100,1725,1,4
"South Mountain, Texas",Texas,295,49.0,43.4,15.9,15.0,10.6,15.0,60938,88.3,170800,988,5,2
"South Padre Island, Texas",Texas,2852,57.9,57.4,22.3,15.1,3.2,1.9,61578,66.2,498800,1421,7,1
"Southside Place, Texas",Texas,1631,62.9,78.2,3.6,12.3,0.8,5.2,193021,56.9,1702600,1828,6,3
"Sparks, Texas",Texas,4936,60.1,13.5,22.0,20.7,21.9,21.9,31932,72.3,101800,1125,9,4
"Spearman, Texas",Texas,2809,70.9,37.2,22.1,20.5,15.8,4.4,66903,74.1,135100,694,2,4
"Splendora, Texas",Texas,2167,57.2,14.3,16.8,28.3,17.1,23.5,69000,67.1,250200,1161,4,9
"Spring, Texas",Texas,67103,71.0,32.2,15.2,27.5,7.3,17.8,86888,74.8,221300,1656,2,0
"Springtown, Texas",Texas,3493,67.3,20.7,11.3,28.0,27.2,12.8,70254,62.0,223600,1305,4,4
"Spring Valley Village, Texas",Texas,4226,65.2,74.5,2.2,16.8,1.0,5.4,227857,96.5,1071800,2773,6,7
"Spur, Texas",Texas,746,49.8,33.0,8.6,16.1,23.2,19.1,42500,78.9,55600,661,1,4
"Stafford, Texas",Texas,17279,72.8,44.3,10.8,19.8,8.5,16.5,85910,43.0,247900,1441,7,1
"Stamford, Texas",Texas,2902,54.0,17.2,21.7,24.2,26.7,10.2,42121,61.5,62400,1033,8,4
"Stanton, Texas",Texas,2658,67.4,29.2,12.7,9.8,13.9,34.4,76157,58.7,106100,1232,9,4
"Staples, Texas",Texas,303,61.6,42.6,27.8,11.7,13.0,4.9,79464,73.8,225000,1375,5,4
"Star Harbor, Texas",Texas,503,55.7,69.0,7.3,6.5,8.5,8.9,95536,91.4,310700,1809,0,3
"Steiner Ranch, Texas",Texas,18683,66.7,62.6,5.2,22.9,2.1,7.2,195181,72.0,723500,1880,6,3
"Stephenville, Texas",Texas,21345,66.5,32.6,20.4,22.9,9.5,14.6,55504,45.7,226300,1128,8,4
"Sterling City, Texas",Texas,1173,60.4,29.3,6.8,31.9,10.9,21.0,120208,84.7,127600,968,2,0
"Stinnett, Texas",Texas,1311,40.7,37.9,10.5,22.1,8.4,21.0,52500,75.8,94100,861,5,4
"Stockdale, Texas",Texas,1201,50.1,20.2,19.1,23.8,13.0,23.8,51944,59.6,142700,795,8,4
"Stratford, Texas",Texas,1321,59.6,24.3,3.8,25.8,17.1,29.1,57639,82.0,118000,835,9,9
"Strawn, Texas",Texas,618,48.9,3.6,17.7,17.7,26.1,34.9,48036,74.1,72500,602,9,5
"Streetman, Texas",Texas,333,55.1,28.1,20.9,11.8,6.5,32.7,50682,80.2,93600,593,9,4
"Sudan, Texas",Texas,1132,65.5,32.1,17.2,15.2,14.3,21.2,70536,79.9,102900,648,9,0
"Sugar Land, Texas",Texas,109735,64.4,63.8,9.0,19.3,3.4,4.5,137511,80.1,406600,1939,0,3
"Sullivan City, Texas",Texas,3919,58.0,22.4,22.2,20.5,12.3,22.7,44286,90.3,90800,618,9,0
"Sulphur Springs, Texas",Texas,16185,66.3,30.8,17.2,19.3,11.7,21.0,56457,54.7,188200,1049,8,4
"Sundown, Texas",Texas,1477,66.7,36.6,18.1,10.0,14.1,21.2,64844,72.7,96000,628,1,0
"Sunnyvale, Texas",Texas,8069,70.5,59.2,8.7,23.9,2.7,5.5,157500,83.1,540500,1216,0,0
"Sunray, Texas",Texas,2771,62.4,28.8,10.2,17.0,23.6,20.4,64104,80.7,130100,931,1,2
"Sunrise Beach Village, Texas",Texas,903,47.6,44.1,11.3,16.5,12.3,15.8,71346,83.2,556000,997,5,2
"Sunset Valley, Texas",Texas,713,53.8,77.2,4.2,14.3,1.6,2.6,151250,90.8,869300,3501,6,7
"Surfside Beach, Texas",Texas,753,56.0,46.0,16.1,15.1,12.2,10.6,96250,83.6,310700,1292,2,2
"Sweeny, Texas",Texas,3592,57.6,14.9,2.1,37.5,8.6,36.8,64557,67.9,180700,1238,9,9
"Sweetwater, Texas",Texas,10484,63.2,23.7,26.4,17.8,13.8,18.3,45720,57.4,84000,862,8,4
"Taft, Texas",Texas,2847,55.6,24.6,21.2,19.9,14.9,19.5,67431,68.0,124200,980,8,0
"Taft Southwest, Texas",Texas,1399,39.5,7.9,34.2,0.0,43.3,14.6,50769,50.2,92900,1286,3,6
"Tahoka, Texas",Texas,2455,59.9,36.3,20.4,18.3,13.9,11.0,52576,74.3,113400,965,5,2
"Talco, Texas",Texas,380,50.8,6.4,29.6,25.6,32.8,5.6,14402,68.9,78200,473,3,4
"Tatum, Texas",Texas,1528,66.1,29.3,11.6,23.9,16.0,19.3,70708,67.2,200800,852,8,2
"Taylor, Texas",Texas,16767,62.3,34.3,18.7,22.5,8.6,15.8,71665,72.4,246800,1181,2,0
"Tehuacana, Texas",Texas,275,58.4,55.1,8.8,11.8,16.2,8.1,64500,73.7,125000,900,5,2
"Temple, Texas",Texas,86358,62.3,38.8,15.4,20.6,10.8,14.4,64945,52.9,220300,1174,8,4
"Tenaha, Texas",Texas,1098,44.1,16.5,35.1,10.7,17.4,20.4,30484,47.0,91900,549,3,4
"Terrell, Texas",Texas,19019,62.0,29.0,19.0,20.4,10.7,20.9,63795,59.6,190000,1167,8,4
"Terrell Hills, Texas",Texas,5050,65.2,66.0,11.6,19.5,1.1,1.9,217800,78.3,762200,1154,6,3
"Texarkana, Texas",Texas,36039,54.6,33.4,25.1,23.0,6.0,12.5,49240,51.0,159700,990,8,4
"Texas City, Texas",Texas,54159,63.3,31.8,23.4,19.4,11.6,13.9,65447,53.9,190600,1200,8,4
"Texhoma, Texas",Texas,435,61.7,23.7,16.4,4.6,42.9,12.3,98661,66.2,85000,1119,1,6
"Texline, Texas",Texas,527,57.7,23.2,11.6,20.7,26.8,17.7,75588,65.6,87200,788,1,4
"The Colony, Texas",Texas,44916,77.1,56.7,10.0,21.6,4.1,7.6,111090,61.8,355100,1884,0,1
"The Hills, Texas",Texas,2579,47.5,70.5,1.8,23.0,1.9,2.9,178194,96.2,778100,3501,6,7
"The Homesteads, Texas",Texas,3113,57.0,16.1,15.1,7.4,28.8,32.6,64037,79.1,112100,1107,9,0
"The Woodlands, Texas",Texas,116916,61.6,63.3,8.6,20.2,3.4,4.6,141353,71.7,479400,1792,0,3
"Thorndale, Texas",Texas,1295,67.7,46.1,13.6,12.5,13.9,13.9,62857,64.7,139400,923,5,2
"Thornton, Texas",Texas,449,51.9,13.5,19.9,26.9,21.8,17.9,52857,75.3,77900,888,4,4
"Thrall, Texas",Texas,902,64.4,28.6,20.6,24.2,8.2,18.4,72798,62.7,171500,1176,8,4
"Three Rivers, Texas",Texas,1299,44.8,22.8,10.4,25.3,21.0,20.5,44948,50.7,76700,970,8,4
"Thunderbird Bay, Texas",Texas,820,55.9,34.3,8.3,11.3,42.6,3.5,48179,59.8,73900,1158,1,6
"Tiki Island, Texas",Texas,1209,60.2,54.7,5.4,18.1,9.6,12.2,124000,93.2,618800,2202,0,3
"Timberwood Park, Texas",Texas,34980,67.9,59.3,9.2,22.7,3.1,5.7,147471,84.8,469900,2012,0,3
"Timpson, Texas",Texas,1124,53.8,14.1,31.8,15.5,14.8,23.8,41591,48.0,77600,613,3,4
"Tioga, Texas",Texas,1212,67.8,30.3,14.1,17.2,7.1,31.3,86477,71.1,290900,1637,9,0
"Tira, Texas",Texas,406,63.1,17.3,27.7,23.8,10.9,20.3,61500,86.0,85000,781,4,0
"Tivoli, Texas",Texas,533,58.0,33.3,17.3,7.8,20.2,21.4,65750,85.9,49200,929,1,2
"Toco, Texas",Texas,66,46.4,26.9,50.0,7.7,11.5,3.8,56250,87.1,68300,900,3,4
"Tolar, Texas",Texas,1461,65.2,22.9,16.6,32.8,13.7,13.9,81818,77.4,195800,1679,4,0
"Tomball, Texas",Texas,13032,60.4,43.6,21.6,17.9,6.2,10.7,71426,48.5,306400,1206,7,4
"Tom Bean, Texas",Texas,688,62.0,29.8,11.5,16.8,22.4,19.5,79432,64.4,227600,1161,1,2
"Tool, Texas",Texas,2399,58.7,33.0,15.7,12.4,24.0,14.9,71964,87.7,163700,1120,1,2
"Town of Pecos, Texas",Texas,11485,55.4,14.6,25.1,20.3,20.0,20.0,56361,76.3,113800,986,1,4
"Travis Ranch, Texas",Texas,9894,73.0,43.7,13.5,24.4,5.3,13.1,77979,86.8,311600,2281,0,0
"Trent, Texas",Texas,261,56.5,32.7,15.9,20.4,4.4,26.5,64375,87.1,52300,669,9,0
"Trenton, Texas",Texas,675,60.6,28.8,8.0,31.3,15.2,16.7,53810,73.3,154500,821,4,0
"Trinidad, Texas",Texas,877,52.8,23.6,32.5,12.2,9.5,22.2,48984,69.3,106700,676,3,4
"Trinity, Texas",Texas,2291,56.8,17.9,50.3,13.8,4.0,14.1,30766,45.5,65600,675,3,4
"Trophy Club, Texas",Texas,13454,72.5,58.6,9.1,23.5,3.1,5.7,193026,89.1,617000,1821,6,3
"Troup, Texas",Texas,1965,59.4,28.0,21.6,19.1,16.8,14.4,51563,64.7,131800,966,8,4
"Troy, Texas",Texas,2628,62.4,32.5,8.2,20.3,15.4,23.7,81193,66.9,188200,1141,2,2
"Tulia, Texas",Texas,4451,53.5,42.7,28.4,10.7,11.0,7.2,32299,59.2,87300,712,3,4
"Turkey, Texas",Texas,231,59.8,44.6,10.7,25.9,8.9,9.8,49464,75.2,81700,575,5,0
"Tuscola, Texas",Texas,989,69.5,31.5,19.4,29.2,8.1,11.7,76250,80.9,143300,1283,2,0
"Tye, Texas",Texas,933,55.1,22.4,20.5,19.6,14.8,22.6,54038,85.6,58000,950,9,0
"Tyler, Texas",Texas,107718,63.2,36.0,19.3,20.9,8.1,15.7,65527,55.2,216400,1199,8,4
"Uhland, Texas",Texas,2199,69.1,25.2,10.0,18.4,33.7,12.6,86471,92.6,230400,1300,1,0
"Union Grove, Texas",Texas,764,74.3,45.7,6.0,36.7,5.0,6.5,203594,95.5,224300,1125,0,0
"Universal City, Texas",Texas,19853,69.6,43.7,13.6,18.9,11.3,12.4,75439,58.3,249400,1213,7,0
"University Park, Texas",Texas,25104,58.8,69.1,5.8,22.2,0.4,2.4,250001,85.0,1766700,2940,6,7
"Uvalde, Texas",Texas,15344,57.5,28.1,22.8,23.6,14.8,10.7,50967,63.8,131600,1013,8,4
"Valley Mills, Texas",Texas,1183,63.0,22.0,26.9,13.8,26.3,11.1,42188,60.3,129700,1150,3,4
"Valley View, Texas",Texas,774,64.3,30.4,12.7,19.2,12.5,25.2,63125,81.7,220600,1033,9,0
"Val Verde Park, Texas",Texas,3197,62.9,13.9,28.6,21.7,20.3,15.4,59476,68.6,103200,881,3,4
"Van, Texas",Texas,2751,65.7,31.7,13.5,22.2,20.6,12.0,68267,73.7,167900,1077,2,0
"Van Alstyne, Texas",Texas,5378,64.9,44.7,15.0,16.3,13.1,10.9,93373,75.0,297400,1141,2,0
"Van Horn, Texas",Texas,1965,54.5,32.4,30.1,10.7,15.2,11.5,42672,73.4,86600,971,3,4
"Vega, Texas",Texas,946,64.0,41.7,15.5,13.6,10.5,18.7,76406,76.9,124600,1120,2,2
"Venus, Texas",Texas,5874,56.5,29.3,23.9,18.9,11.8,16.1,97039,89.4,253500,2042,2,0
"Vernon, Texas",Texas,9947,60.7,25.4,29.0,20.1,6.0,19.6,48855,57.8,89700,870,8,4
"Victoria, Texas",Texas,65514,63.2,31.8,18.2,21.7,11.2,17.1,68233,60.6,193200,1170,8,4
"Vidor, Texas",Texas,9738,62.0,31.4,9.8,26.5,17.3,15.1,62020,71.0,111600,791,4,0
"Vinton, Texas",Texas,2752,33.5,18.5,18.4,18.6,19.4,25.1,58542,82.7,104800,828,9,4
"Volente, Texas",Texas,805,56.9,58.2,4.4,21.9,6.1,9.4,164500,82.5,1083300,1367,6,3
"Von Ormy, Texas",Texas,1177,55.9,8.2,20.1,13.8,19.3,38.6,45909,68.1,77100,962,9,5
"Waco, Texas",Texas,141925,61.5,34.6,19.4,21.3,8.5,16.2,51468,48.9,199600,1098,8,4
"Waelder, Texas",Texas,671,64.2,16.0,27.5,19.7,15.5,21.3,57879,56.3,81300,838,8,4
"Wake Village, Texas",Texas,5887,63.7,41.7,15.7,19.0,3.6,19.9,69796,54.4,172900,1061,8,4
"Waller, Texas",Texas,3062,68.2,22.1,16.4,21.7,8.0,31.7,37163,27.6,115100,1022,8,5
"Wallis, Texas",Texas,1557,65.1,5.3,11.9,19.1,45.1,18.5,40411,64.2,104200,692,1,6
"Walnut Springs, Texas",Texas,792,51.2,21.8,24.2,7.2,30.4,16.4,39464,60.4,69100,1175,1,4
"Warren City, Texas",Texas,319,64.9,34.8,9.3,10.6,29.8,15.5,80694,71.4,150500,2125,2,0
"Waskom, Texas",Texas,1862,52.9,24.3,16.2,21.1,11.6,26.7,54135,73.3,91300,1115,9,9
"Watauga, Texas",Texas,23336,70.6,35.4,14.1,25.7,9.7,15.1,91669,80.4,233400,1826,2,0
"Waxahachie, Texas",Texas,43591,68.5,41.9,14.6,21.0,8.2,14.4,82449,62.4,307900,1495,7,0
"Weatherford, Texas",Texas,33924,64.0,42.6,15.8,23.8,7.6,10.3,78738,63.4,285000,1474,7,0
"Webberville, Texas",Texas,436,60.5,17.7,22.9,34.2,17.7,7.4,71029,85.2,326900,700,4,9
"Webster, Texas",Texas,12283,71.4,37.2,18.6,23.6,8.4,12.2,62536,19.1,284900,1316,7,4
"Weimar, Texas",Texas,3240,62.1,25.5,17.4,25.5,13.0,18.6,64103,76.9,163300,516,4,0
"Wellington, Texas",Texas,2008,71.8,26.0,35.7,16.7,15.9,5.8,49545,72.2,101700,468,3,4
"Wellman, Texas",Texas,300,79.7,36.3,22.3,24.2,12.1,5.1,117578,72.5,144600,518,2,4
"Wells, Texas",Texas,741,44.6,26.4,14.6,16.0,25.5,17.5,64250,58.7,100000,772,1,4
"Wells Branch, Texas",Texas,14156,78.5,54.6,9.3,19.2,4.6,12.3,64345,28.9,368500,1450,7,1
"Weslaco, Texas",Texas,41437,58.5,32.3,23.3,21.1,11.8,11.5,54995,57.3,119200,942,8,4
"West, Texas",Texas,2571,57.5,25.4,22.0,24.7,7.5,20.4,52292,63.5,164700,929,8,4
"West Columbia, Texas",Texas,3631,68.9,22.3,24.8,27.6,12.3,13.1,41985,63.5,138200,1011,8,4
"Westlake, Texas",Texas,1543,50.1,78.4,1.2,14.7,3.7,2.1,250001,97.8,2000001,3501,6,7
"West Lake Hills, Texas",Texas,3315,49.5,77.4,2.8,17.2,1.2,1.3,211471,90.3,1647400,3501,6,7
"West Livingston, Texas",Texas,7888,29.1,36.8,7.3,20.7,22.4,12.9,57600,75.6,111400,1175,5,4
"West Odessa, Texas",Texas,31985,66.1,19.2,9.2,19.8,28.7,23.0,65782,75.5,134100,974,1,0
"Weston, Texas",Texas,226,58.5,34.0,19.8,17.0,14.2,15.1,88750,84.9,388500,1025,2,0
"West Orange, Texas",Texas,3442,51.8,31.4,14.4,14.5,21.2,18.6,59583,75.2,110700,1402,1,4
"Westover Hills, Texas",Texas,869,35.8,73.2,3.8,12.8,9.4,0.8,250001,90.1,2000001,2222,6,7
"West Tawakoni, Texas",Texas,2057,54.0,20.2,29.6,18.0,18.2,14.0,55938,78.0,64800,1304,3,4
"West University Place, Texas",Texas,14907,61.5,80.5,5.5,11.2,0.7,2.1,250001,93.4,1406600,3000,6,7
"Westway, Texas",Texas,3515,44.1,16.7,15.4,33.2,20.4,14.4,34115,72.1,86700,1083,4,4
"Westwood Shores, Texas",Texas,1561,37.2,56.7,6.8,21.2,15.3,0.0,54375,86.2,173700,1069,5,2
"Westworth Village, Texas",Texas,2618,65.2,46.1,17.8,13.9,11.0,11.2,90750,50.4,330000,1734,7,1
"Wharton, Texas",Texas,8671,59.8,24.6,22.3,22.6,8.1,22.4,47692,46.3,149300,993,8,4
"Wheeler, Texas",Texas,1401,58.6,23.5,32.3,11.3,26.7,6.2,56000,70.9,130000,986,3,4
"White Deer, Texas",Texas,1179,62.1,41.6,16.7,10.7,12.5,18.5,86838,78.3,159700,884,5,2
"Whiteface, Texas",Texas,390,54.9,27.4,13.7,32.9,15.1,11.0,39583,79.6,70300,782,4,9
"Whitehouse, Texas",Texas,8794,68.9,36.2,23.4,23.9,7.8,8.6,72500,77.2,216000,1447,2,0
"White Oak, Texas",Texas,6208,63.7,32.1,20.2,19.1,14.3,14.3,95193,74.6,219200,1134,2,0
"Whitesboro, Texas",Texas,4154,63.8,34.8,16.5,27.4,11.5,9.8,73638,62.3,211900,1309,8,0
"White Settlement, Texas",Texas,18119,61.4,27.7,16.4,24.6,11.0,20.4,56472,60.4,176500,1227,8,4
"Whitewright, Texas",Texas,1610,56.3,39.5,11.1,18.0,11.7,19.7,54063,66.4,207500,750,5,2
"Whitney, Texas",Texas,2308,55.4,19.9,32.7,19.3,10.1,18.0,42024,57.2,115500,818,3,4
"Wichita Falls, Texas",Texas,102558,64.0,34.7,20.7,21.4,8.1,15.1,58568,57.0,142600,978,8,4
"Wild Peach Village, Texas",Texas,2580,46.2,18.8,19.5,15.0,25.1,21.5,71349,91.6,189200,644,1,4
"Willis, Texas",Texas,6693,64.3,23.4,28.4,24.8,6.7,16.8,53182,55.5,113900,1337,8,4
"Willow Park, Texas",Texas,5447,68.3,57.1,11.5,16.4,8.8,6.3,113736,86.0,339100,2514,0,3
"Wills Point, Texas",Texas,3848,61.5,18.8,27.0,27.5,14.0,12.7,66144,52.4,120100,898,8,4
"Wilmer, Texas",Texas,5876,64.4,27.4,17.1,29.0,10.4,16.1,58837,61.2,111200,1349,8,4
"Wilson, Texas",Texas,528,53.3,35.0,21.5,4.0,18.1,21.5,45441,74.0,118800,954,1,4
"Wimberley, Texas",Texas,2873,58.6,46.9,7.7,30.4,9.5,5.6,78351,67.4,492700,946,2,0
"Windcrest, Texas",Texas,5815,46.6,43.9,26.4,14.6,1.7,13.4,95329,90.0,276900,1411,5,4
"Winfield, Texas",Texas,587,60.1,15.3,20.4,14.8,10.2,39.4,83750,75.4,75000,738,9,5
"Wink, Texas",Texas,1328,70.8,29.9,18.8,16.8,23.6,10.8,128011,93.0,137200,696,2,2
"Winnie, Texas",Texas,2787,56.9,20.1,32.7,16.7,22.8,7.6,75227,59.5,173300,1449,3,4
"Winnsboro, Texas",Texas,3386,56.5,30.0,13.9,22.5,14.9,18.7,51473,53.0,152000,925,8,2
"Winona, Texas",Texas,880,67.0,25.4,22.1,22.9,9.0,20.7,52958,51.0,118300,1136,8,4
"Winters, Texas",Texas,2202,61.6,16.9,22.1,19.5,17.8,23.9,46063,63.5,55800,738,9,4
"Wolfe City, Texas",Texas,1201,60.9,21.5,29.6,23.2,17.2,8.5,62188,75.4,131400,1083,3,4
"Wolfforth, Texas",Texas,6189,76.7,43.9,11.6,25.9,11.6,7.0,92143,80.6,245000,1430,2,0
"Woodbranch, Texas",Texas,1776,66.5,29.4,4.5,29.4,18.8,17.9,87000,91.6,257200,1422,2,0
"Woodcreek, Texas",Texas,2375,54.8,43.6,10.3,20.9,17.1,8.1,72917,55.0,409700,1822,7,1
"Woodloch, Texas",Texas,203,83.1,36.6,22.8,8.9,16.8,14.9,87639,72.3,261800,2125,7,0
"Woodsboro, Texas",Texas,1240,58.4,33.5,22.4,16.3,17.2,10.6,67969,81.9,81700,960,1,2
"Woodson, Texas",Texas,538,65.6,60.4,4.6,13.4,10.1,11.5,66435,62.3,100800,779,5,2
"Woodville, Texas",Texas,2884,51.2,43.7,20.1,12.5,13.6,10.1,41890,44.3,188200,945,5,2
